District,YEAR,Metric,Value
Mendon-Upton,2019,Out-of-District FTE Pupils,105.8
Mendon-Upton,2020,Out-of-District FTE Pupils,117.5
Mendon-Upton,2021,Out-of-District FTE Pupils,113.0
Mendon-Upton,2022,Out-of-District FTE Pupils,108.8
Mendon-Upton,2023,Out-of-District FTE Pupils,97.9
Mendon-Upton,2024,Out-of-District FTE Pupils,87.5
Methuen,2009,In-District FTE Pupils,7381.9
Methuen,2010,In-District FTE Pupils,7273.4
Methuen,2011,In-District FTE Pupils,7146.1
Methuen,2012,In-District FTE Pupils,7126.6
Methuen,2013,In-District FTE Pupils,7022.0
Methuen,2014,In-District FTE Pupils,6909.4
Methuen,2015,In-District FTE Pupils,6952.0
Methuen,2016,In-District FTE Pupils,6940.4
Methuen,2017,In-District FTE Pupils,6952.8
Methuen,2018,In-District FTE Pupils,6978.6
Methuen,2019,In-District FTE Pupils,7004.1
Methuen,2020,In-District FTE Pupils,6895.5
Methuen,2021,In-District FTE Pupils,6553.3
Methuen,2022,In-District FTE Pupils,6552.6
Methuen,2023,In-District FTE Pupils,6574.1
Methuen,2024,In-District FTE Pupils,6602.6
Methuen,2009,Out-of-District FTE Pupils,200.0
Methuen,2010,Out-of-District FTE Pupils,194.6
Methuen,2011,Out-of-District FTE Pupils,206.1
Methuen,2012,Out-of-District FTE Pupils,214.1
Methuen,2013,Out-of-District FTE Pupils,228.3
Methuen,2014,Out-of-District FTE Pupils,243.2
Methuen,2015,Out-of-District FTE Pupils,223.5
Methuen,2016,Out-of-District FTE Pupils,255.2
Methuen,2017,Out-of-District FTE Pupils,299.5
Methuen,2018,Out-of-District FTE Pupils,335.9
Methuen,2019,Out-of-District FTE Pupils,343.3
Methuen,2020,Out-of-District FTE Pupils,348.4
Methuen,2021,Out-of-District FTE Pupils,386.1
Methuen,2022,Out-of-District FTE Pupils,441.9
Methuen,2023,Out-of-District FTE Pupils,494.7
Methuen,2024,Out-of-District FTE Pupils,489.4
Middleborough,2009,In-District FTE Pupils,3499.1
Middleborough,2010,In-District FTE Pupils,3469.7
Middleborough,2011,In-District FTE Pupils,3431.8
Middleborough,2012,In-District FTE Pupils,3321.7
Middleborough,2013,In-District FTE Pupils,3245.6
Middleborough,2014,In-District FTE Pupils,3192.0
Middleborough,2015,In-District FTE Pupils,3102.8
Middleborough,2016,In-District FTE Pupils,3000.5
Middleborough,2017,In-District FTE Pupils,2912.9
Middleborough,2018,In-District FTE Pupils,2971.2
Middleborough,2019,In-District FTE Pupils,2976.9
Middleborough,2020,In-District FTE Pupils,3032.1
Middleborough,2021,In-District FTE Pupils,2910.5
Middleborough,2022,In-District FTE Pupils,3061.4
Middleborough,2023,In-District FTE Pupils,3029.9
Middleborough,2024,In-District FTE Pupils,2983.6
Middleborough,2009,Out-of-District FTE Pupils,110.3
Middleborough,2010,Out-of-District FTE Pupils,107.4
Middleborough,2011,Out-of-District FTE Pupils,101.0
Middleborough,2012,Out-of-District FTE Pupils,108.7
Middleborough,2013,Out-of-District FTE Pupils,106.9
Middleborough,2014,Out-of-District FTE Pupils,102.9
Middleborough,2015,Out-of-District FTE Pupils,115.5
Middleborough,2016,Out-of-District FTE Pupils,131.0
Middleborough,2017,Out-of-District FTE Pupils,138.1
Middleborough,2018,Out-of-District FTE Pupils,141.8
Middleborough,2019,Out-of-District FTE Pupils,147.0
Middleborough,2020,Out-of-District FTE Pupils,166.3
Middleborough,2021,Out-of-District FTE Pupils,190.4
Middleborough,2022,Out-of-District FTE Pupils,178.1
Middleborough,2023,Out-of-District FTE Pupils,172.9
Middleborough,2024,Out-of-District FTE Pupils,185.6
Middleton,2009,In-District FTE Pupils,877.1
Middleton,2010,In-District FTE Pupils,858.0
Middleton,2011,In-District FTE Pupils,822.2
Middleton,2012,In-District FTE Pupils,806.1
Middleton,2013,In-District FTE Pupils,812.5
Middleton,2014,In-District FTE Pupils,769.4
Middleton,2015,In-District FTE Pupils,752.6
Middleton,2016,In-District FTE Pupils,702.4
Middleton,2017,In-District FTE Pupils,702.9
Middleton,2018,In-District FTE Pupils,687.7
Middleton,2019,In-District FTE Pupils,705.6
Middleton,2020,In-District FTE Pupils,719.1
Middleton,2021,In-District FTE Pupils,677.2
Middleton,2022,In-District FTE Pupils,709.1
Middleton,2023,In-District FTE Pupils,728.3
Middleton,2024,In-District FTE Pupils,725.9
Middleton,2009,Out-of-District FTE Pupils,13.5
Middleton,2010,Out-of-District FTE Pupils,13.5
Middleton,2011,Out-of-District FTE Pupils,8.8
Middleton,2012,Out-of-District FTE Pupils,9.9
Middleton,2013,Out-of-District FTE Pupils,3.4
Middleton,2014,Out-of-District FTE Pupils,3.6
Middleton,2015,Out-of-District FTE Pupils,4.0
Middleton,2016,Out-of-District FTE Pupils,6.4
Middleton,2017,Out-of-District FTE Pupils,5.0
Middleton,2018,Out-of-District FTE Pupils,5.8
Middleton,2019,Out-of-District FTE Pupils,9.7
Middleton,2020,Out-of-District FTE Pupils,13.1
Middleton,2021,Out-of-District FTE Pupils,12.0
Middleton,2022,Out-of-District FTE Pupils,10.1
Middleton,2023,Out-of-District FTE Pupils,15.2
Middleton,2024,Out-of-District FTE Pupils,9.5
Milford,2009,In-District FTE Pupils,4098.1
Milford,2010,In-District FTE Pupils,4050.1
Milford,2011,In-District FTE Pupils,4111.7
Milford,2012,In-District FTE Pupils,4139.5
Milford,2013,In-District FTE Pupils,4143.7
Milford,2014,In-District FTE Pupils,4151.4
Milford,2015,In-District FTE Pupils,4125.0
Milford,2016,In-District FTE Pupils,4097.3
Milford,2017,In-District FTE Pupils,4207.9
Milford,2018,In-District FTE Pupils,4197.4
Milford,2019,In-District FTE Pupils,4276.6
Milford,2020,In-District FTE Pupils,4382.7
Milford,2021,In-District FTE Pupils,4204.8
Milford,2022,In-District FTE Pupils,4435.4
Milford,2023,In-District FTE Pupils,4438.2
Milford,2024,In-District FTE Pupils,4431.5
Milford,2009,Out-of-District FTE Pupils,201.2
Milford,2010,Out-of-District FTE Pupils,210.8
Milford,2011,Out-of-District FTE Pupils,224.5
Milford,2012,Out-of-District FTE Pupils,215.0
Milford,2013,Out-of-District FTE Pupils,251.1
Milford,2014,Out-of-District FTE Pupils,254.5
Milford,2015,Out-of-District FTE Pupils,267.0
Milford,2016,Out-of-District FTE Pupils,281.0
Milford,2017,Out-of-District FTE Pupils,277.2
Milford,2018,Out-of-District FTE Pupils,305.8
Milford,2019,Out-of-District FTE Pupils,286.7
Milford,2020,Out-of-District FTE Pupils,351.0
Milford,2021,Out-of-District FTE Pupils,405.7
Milford,2022,Out-of-District FTE Pupils,424.0
Milford,2023,Out-of-District FTE Pupils,445.6
Milford,2024,Out-of-District FTE Pupils,482.9
Millbury,2009,In-District FTE Pupils,1920.8
Millbury,2010,In-District FTE Pupils,1872.3
Millbury,2011,In-District FTE Pupils,1824.6
Millbury,2012,In-District FTE Pupils,1769.1
Millbury,2013,In-District FTE Pupils,1758.3
Millbury,2014,In-District FTE Pupils,1726.8
Millbury,2015,In-District FTE Pupils,1694.2
Millbury,2016,In-District FTE Pupils,1708.9
Millbury,2017,In-District FTE Pupils,1732.4
Millbury,2018,In-District FTE Pupils,1706.5
Millbury,2019,In-District FTE Pupils,1683.8
Millbury,2020,In-District FTE Pupils,1692.0
Millbury,2021,In-District FTE Pupils,1576.1
Millbury,2022,In-District FTE Pupils,1621.8
Millbury,2023,In-District FTE Pupils,1640.6
Millbury,2024,In-District FTE Pupils,1658.1
Millbury,2009,Out-of-District FTE Pupils,43.8
Millbury,2010,Out-of-District FTE Pupils,35.5
Millbury,2011,Out-of-District FTE Pupils,44.1
Millbury,2012,Out-of-District FTE Pupils,45.8
Millbury,2013,Out-of-District FTE Pupils,47.3
Millbury,2014,Out-of-District FTE Pupils,54.7
Millbury,2015,Out-of-District FTE Pupils,54.4
Millbury,2016,Out-of-District FTE Pupils,52.4
Millbury,2017,Out-of-District FTE Pupils,61.0
Millbury,2018,Out-of-District FTE Pupils,78.7
Millbury,2019,Out-of-District FTE Pupils,83.7
Millbury,2020,Out-of-District FTE Pupils,92.0
Millbury,2021,Out-of-District FTE Pupils,89.2
Millbury,2022,Out-of-District FTE Pupils,91.4
Millbury,2023,Out-of-District FTE Pupils,84.3
Millbury,2024,Out-of-District FTE Pupils,88.6
Millis,2009,In-District FTE Pupils,1390.0
Millis,2010,In-District FTE Pupils,1431.0
Millis,2011,In-District FTE Pupils,1447.5
Millis,2012,In-District FTE Pupils,1449.6
Millis,2013,In-District FTE Pupils,1437.9
Millis,2014,In-District FTE Pupils,1400.6
Millis,2015,In-District FTE Pupils,1369.4
Millis,2016,In-District FTE Pupils,1337.8
Millis,2017,In-District FTE Pupils,1318.2
Millis,2018,In-District FTE Pupils,1284.9
Millis,2019,In-District FTE Pupils,1222.2
Millis,2020,In-District FTE Pupils,1190.8
Millis,2021,In-District FTE Pupils,1161.3
Millis,2022,In-District FTE Pupils,1180.5
Millis,2023,In-District FTE Pupils,1204.3
Millis,2024,In-District FTE Pupils,1180.4
Millis,2009,Out-of-District FTE Pupils,64.5
Millis,2010,Out-of-District FTE Pupils,62.0
Millis,2011,Out-of-District FTE Pupils,73.4
Millis,2012,Out-of-District FTE Pupils,69.5
Millis,2013,Out-of-District FTE Pupils,62.7
Millis,2014,Out-of-District FTE Pupils,62.8
Millis,2015,Out-of-District FTE Pupils,57.6
Millis,2016,Out-of-District FTE Pupils,61.8
Millis,2017,Out-of-District FTE Pupils,58.7
Millis,2018,Out-of-District FTE Pupils,64.2
Millis,2019,Out-of-District FTE Pupils,62.3
Millis,2020,Out-of-District FTE Pupils,61.8
Millis,2021,Out-of-District FTE Pupils,60.1
Millis,2022,Out-of-District FTE Pupils,51.6
Millis,2023,Out-of-District FTE Pupils,56.6
Millis,2024,Out-of-District FTE Pupils,44.9
Milton,2009,In-District FTE Pupils,3899.8
Milton,2010,In-District FTE Pupils,3948.2
Milton,2011,In-District FTE Pupils,3917.3
Milton,2012,In-District FTE Pupils,3866.0
Milton,2013,In-District FTE Pupils,3944.9
Milton,2014,In-District FTE Pupils,3923.9
Milton,2015,In-District FTE Pupils,3991.6
Milton,2016,In-District FTE Pupils,4080.0
Milton,2017,In-District FTE Pupils,4128.4
Milton,2018,In-District FTE Pupils,4185.3
Milton,2019,In-District FTE Pupils,4280.7
Milton,2020,In-District FTE Pupils,4439.1
Milton,2021,In-District FTE Pupils,4351.2
Milton,2022,In-District FTE Pupils,4386.0
Milton,2023,In-District FTE Pupils,4339.7
Milton,2024,In-District FTE Pupils,4324.6
Milton,2009,Out-of-District FTE Pupils,72.4
Milton,2010,Out-of-District FTE Pupils,68.9
Milton,2011,Out-of-District FTE Pupils,67.2
Milton,2012,Out-of-District FTE Pupils,64.8
Milton,2013,Out-of-District FTE Pupils,67.5
Milton,2014,Out-of-District FTE Pupils,69.3
Milton,2015,Out-of-District FTE Pupils,74.9
Milton,2016,Out-of-District FTE Pupils,75.0
Milton,2017,Out-of-District FTE Pupils,79.1
Milton,2018,Out-of-District FTE Pupils,89.6
Milton,2019,Out-of-District FTE Pupils,95.7
Milton,2020,Out-of-District FTE Pupils,65.5
Milton,2021,Out-of-District FTE Pupils,61.5
Milton,2022,Out-of-District FTE Pupils,68.1
Milton,2023,Out-of-District FTE Pupils,82.0
Milton,2024,Out-of-District FTE Pupils,79.5
Minuteman Regional Vocational Technical,2009,In-District FTE Pupils,646.4
Minuteman Regional Vocational Technical,2010,In-District FTE Pupils,620.7
Minuteman Regional Vocational Technical,2011,In-District FTE Pupils,668.0
Minuteman Regional Vocational Technical,2012,In-District FTE Pupils,683.5
Minuteman Regional Vocational Technical,2013,In-District FTE Pupils,672.1
Minuteman Regional Vocational Technical,2014,In-District FTE Pupils,730.2
Minuteman Regional Vocational Technical,2015,In-District FTE Pupils,675.6
Minuteman Regional Vocational Technical,2016,In-District FTE Pupils,653.8
Minuteman Regional Vocational Technical,2017,In-District FTE Pupils,593.0
Minuteman Regional Vocational Technical,2018,In-District FTE Pupils,564.3
Minuteman Regional Vocational Technical,2019,In-District FTE Pupils,519.3
Minuteman Regional Vocational Technical,2020,In-District FTE Pupils,606.4
Minuteman Regional Vocational Technical,2021,In-District FTE Pupils,645.4
Minuteman Regional Vocational Technical,2022,In-District FTE Pupils,655.0
Minuteman Regional Vocational Technical,2023,In-District FTE Pupils,685.8
Minuteman Regional Vocational Technical,2024,In-District FTE Pupils,667.3
Minuteman Regional Vocational Technical,2009,Out-of-District FTE Pupils,2.0
Minuteman Regional Vocational Technical,2010,Out-of-District FTE Pupils,2.5
Minuteman Regional Vocational Technical,2011,Out-of-District FTE Pupils,3.0
Minuteman Regional Vocational Technical,2012,Out-of-District FTE Pupils,2.4
Minuteman Regional Vocational Technical,2013,Out-of-District FTE Pupils,0.0
Minuteman Regional Vocational Technical,2014,Out-of-District FTE Pupils,1.0
Minuteman Regional Vocational Technical,2015,Out-of-District FTE Pupils,1.8
Minuteman Regional Vocational Technical,2016,Out-of-District FTE Pupils,1.6
Minuteman Regional Vocational Technical,2017,Out-of-District FTE Pupils,6.0
Minuteman Regional Vocational Technical,2018,Out-of-District FTE Pupils,3.8
Minuteman Regional Vocational Technical,2019,Out-of-District FTE Pupils,5.7
Minuteman Regional Vocational Technical,2020,Out-of-District FTE Pupils,3.0
Minuteman Regional Vocational Technical,2021,Out-of-District FTE Pupils,3.0
Minuteman Regional Vocational Technical,2022,Out-of-District FTE Pupils,3.0
Minuteman Regional Vocational Technical,2023,Out-of-District FTE Pupils,4.0
Minuteman Regional Vocational Technical,2024,Out-of-District FTE Pupils,2.0
Mohawk Trail,2009,In-District FTE Pupils,1127.5
Mohawk Trail,2010,In-District FTE Pupils,1025.8
Mohawk Trail,2011,In-District FTE Pupils,1073.4
Mohawk Trail,2012,In-District FTE Pupils,1050.8
Mohawk Trail,2013,In-District FTE Pupils,999.6
Mohawk Trail,2014,In-District FTE Pupils,948.1
Mohawk Trail,2015,In-District FTE Pupils,958.0
Mohawk Trail,2016,In-District FTE Pupils,1012.7
Mohawk Trail,2017,In-District FTE Pupils,961.4
Mohawk Trail,2018,In-District FTE Pupils,925.4
Mohawk Trail,2019,In-District FTE Pupils,899.4
Mohawk Trail,2020,In-District FTE Pupils,842.4
Mohawk Trail,2021,In-District FTE Pupils,729.6
Mohawk Trail,2022,In-District FTE Pupils,768.7
Mohawk Trail,2023,In-District FTE Pupils,798.3
Mohawk Trail,2024,In-District FTE Pupils,804.8
Mohawk Trail,2009,Out-of-District FTE Pupils,121.1
Mohawk Trail,2010,Out-of-District FTE Pupils,125.4
Mohawk Trail,2011,Out-of-District FTE Pupils,135.7
Mohawk Trail,2012,Out-of-District FTE Pupils,130.7
Mohawk Trail,2013,Out-of-District FTE Pupils,119.9
Mohawk Trail,2014,Out-of-District FTE Pupils,136.0
Mohawk Trail,2015,Out-of-District FTE Pupils,122.9
Mohawk Trail,2016,Out-of-District FTE Pupils,132.9
Mohawk Trail,2017,Out-of-District FTE Pupils,164.8
Mohawk Trail,2018,Out-of-District FTE Pupils,206.2
Mohawk Trail,2019,Out-of-District FTE Pupils,206.0
Mohawk Trail,2020,Out-of-District FTE Pupils,186.9
Mohawk Trail,2021,Out-of-District FTE Pupils,186.4
Mohawk Trail,2022,Out-of-District FTE Pupils,183.7
Mohawk Trail,2023,Out-of-District FTE Pupils,155.0
Mohawk Trail,2024,Out-of-District FTE Pupils,145.8
Monomoy Regional School District,2013,In-District FTE Pupils,1894.3
Monomoy Regional School District,2014,In-District FTE Pupils,1886.5
Monomoy Regional School District,2015,In-District FTE Pupils,1918.4
Monomoy Regional School District,2016,In-District FTE Pupils,1896.3
Monomoy Regional School District,2017,In-District FTE Pupils,1865.2
Monomoy Regional School District,2018,In-District FTE Pupils,1873.5
Monomoy Regional School District,2019,In-District FTE Pupils,1888.8
Monomoy Regional School District,2020,In-District FTE Pupils,1881.9
Monomoy Regional School District,2021,In-District FTE Pupils,1749.6
Monomoy Regional School District,2022,In-District FTE Pupils,1771.0
Monomoy Regional School District,2023,In-District FTE Pupils,1759.3
Monomoy Regional School District,2024,In-District FTE Pupils,1731.4
Monomoy Regional School District,2013,Out-of-District FTE Pupils,269.2
Monomoy Regional School District,2014,Out-of-District FTE Pupils,276.4
Monomoy Regional School District,2015,Out-of-District FTE Pupils,272.0
Monomoy Regional School District,2016,Out-of-District FTE Pupils,284.4
Monomoy Regional School District,2017,Out-of-District FTE Pupils,306.1
Monomoy Regional School District,2018,Out-of-District FTE Pupils,306.9
Monomoy Regional School District,2019,Out-of-District FTE Pupils,269.6
Monomoy Regional School District,2020,Out-of-District FTE Pupils,243.4
Monomoy Regional School District,2021,Out-of-District FTE Pupils,229.3
Monomoy Regional School District,2022,Out-of-District FTE Pupils,185.0
Monomoy Regional School District,2023,Out-of-District FTE Pupils,167.5
Monomoy Regional School District,2024,Out-of-District FTE Pupils,137.8
Monson,2009,In-District FTE Pupils,1466.2
Monson,2010,In-District FTE Pupils,1401.8
Monson,2011,In-District FTE Pupils,1333.0
Monson,2012,In-District FTE Pupils,1305.8
Monson,2013,In-District FTE Pupils,1244.1
Monson,2014,In-District FTE Pupils,1177.2
Monson,2015,In-District FTE Pupils,1085.6
Monson,2016,In-District FTE Pupils,1035.6
Monson,2017,In-District FTE Pupils,969.8
Monson,2018,In-District FTE Pupils,929.8
Monson,2019,In-District FTE Pupils,908.4
Monson,2020,In-District FTE Pupils,921.7
Monson,2021,In-District FTE Pupils,845.6
Monson,2022,In-District FTE Pupils,843.1
Monson,2023,In-District FTE Pupils,824.3
Monson,2024,In-District FTE Pupils,807.8
Monson,2009,Out-of-District FTE Pupils,31.6
Monson,2010,Out-of-District FTE Pupils,36.0
Monson,2011,Out-of-District FTE Pupils,39.6
Monson,2012,Out-of-District FTE Pupils,58.5
Monson,2013,Out-of-District FTE Pupils,61.7
Monson,2014,Out-of-District FTE Pupils,62.4
Monson,2015,Out-of-District FTE Pupils,55.9
Monson,2016,Out-of-District FTE Pupils,63.7
Monson,2017,Out-of-District FTE Pupils,62.2
Monson,2018,Out-of-District FTE Pupils,89.2
Monson,2019,Out-of-District FTE Pupils,104.5
Monson,2020,Out-of-District FTE Pupils,106.6
Monson,2021,Out-of-District FTE Pupils,107.6
Monson,2022,Out-of-District FTE Pupils,105.4
Monson,2023,Out-of-District FTE Pupils,99.9
Monson,2024,Out-of-District FTE Pupils,102.3
Montachusett Regional Vocational Technical,2009,In-District FTE Pupils,1321.4
Montachusett Regional Vocational Technical,2010,In-District FTE Pupils,1323.3
Montachusett Regional Vocational Technical,2011,In-District FTE Pupils,1355.0
Montachusett Regional Vocational Technical,2012,In-District FTE Pupils,1401.5
Montachusett Regional Vocational Technical,2013,In-District FTE Pupils,1381.4
Montachusett Regional Vocational Technical,2014,In-District FTE Pupils,1412.8
Montachusett Regional Vocational Technical,2015,In-District FTE Pupils,1416.0
Montachusett Regional Vocational Technical,2016,In-District FTE Pupils,1431.6
Montachusett Regional Vocational Technical,2017,In-District FTE Pupils,1436.9
Montachusett Regional Vocational Technical,2018,In-District FTE Pupils,1413.9
Montachusett Regional Vocational Technical,2019,In-District FTE Pupils,1414.5
Montachusett Regional Vocational Technical,2020,In-District FTE Pupils,1442.1
Montachusett Regional Vocational Technical,2021,In-District FTE Pupils,1398.4
Montachusett Regional Vocational Technical,2022,In-District FTE Pupils,1408.8
Montachusett Regional Vocational Technical,2023,In-District FTE Pupils,1402.7
Montachusett Regional Vocational Technical,2024,In-District FTE Pupils,1426.8
Montachusett Regional Vocational Technical,2009,Out-of-District FTE Pupils,25.7
Montachusett Regional Vocational Technical,2010,Out-of-District FTE Pupils,29.0
Montachusett Regional Vocational Technical,2011,Out-of-District FTE Pupils,22.9
