District,YEAR,Category,PPE
Blackstone-Millville,2024,Other,482.0
Blue Hills Regional Vocational Technical,2009,Teachers,7972.0
Blue Hills Regional Vocational Technical,2010,Teachers,7538.0
Blue Hills Regional Vocational Technical,2011,Teachers,7882.0
Blue Hills Regional Vocational Technical,2012,Teachers,7782.0
Blue Hills Regional Vocational Technical,2013,Teachers,8023.0
Blue Hills Regional Vocational Technical,2014,Teachers,7618.0
Blue Hills Regional Vocational Technical,2015,Teachers,7475.0
Blue Hills Regional Vocational Technical,2016,Teachers,6957.0
Blue Hills Regional Vocational Technical,2017,Teachers,7522.0
Blue Hills Regional Vocational Technical,2018,Teachers,7843.0
Blue Hills Regional Vocational Technical,2019,Teachers,8784.0
Blue Hills Regional Vocational Technical,2020,Teachers,9077.0
Blue Hills Regional Vocational Technical,2021,Teachers,8951.0
Blue Hills Regional Vocational Technical,2022,Teachers,9237.0
Blue Hills Regional Vocational Technical,2023,Teachers,9937.0
Blue Hills Regional Vocational Technical,2024,Teachers,9753.0
Blue Hills Regional Vocational Technical,2009,"Insurance, Retirement and Other",3783.0
Blue Hills Regional Vocational Technical,2010,"Insurance, Retirement and Other",4260.0
Blue Hills Regional Vocational Technical,2011,"Insurance, Retirement and Other",3865.0
Blue Hills Regional Vocational Technical,2012,"Insurance, Retirement and Other",4347.0
Blue Hills Regional Vocational Technical,2013,"Insurance, Retirement and Other",4065.0
Blue Hills Regional Vocational Technical,2014,"Insurance, Retirement and Other",4055.0
Blue Hills Regional Vocational Technical,2015,"Insurance, Retirement and Other",4148.0
Blue Hills Regional Vocational Technical,2016,"Insurance, Retirement and Other",4213.0
Blue Hills Regional Vocational Technical,2017,"Insurance, Retirement and Other",4298.0
Blue Hills Regional Vocational Technical,2018,"Insurance, Retirement and Other",4623.0
Blue Hills Regional Vocational Technical,2019,"Insurance, Retirement and Other",4734.0
Blue Hills Regional Vocational Technical,2020,"Insurance, Retirement and Other",4783.0
Blue Hills Regional Vocational Technical,2021,"Insurance, Retirement and Other",5029.0
Blue Hills Regional Vocational Technical,2022,"Insurance, Retirement and Other",4636.0
Blue Hills Regional Vocational Technical,2023,"Insurance, Retirement and Other",5342.0
Blue Hills Regional Vocational Technical,2024,"Insurance, Retirement and Other",5394.0
Blue Hills Regional Vocational Technical,2009,Pupil Services,1948.0
Blue Hills Regional Vocational Technical,2010,Pupil Services,1037.0
Blue Hills Regional Vocational Technical,2011,Pupil Services,2116.0
Blue Hills Regional Vocational Technical,2012,Pupil Services,2205.0
Blue Hills Regional Vocational Technical,2013,Pupil Services,2242.0
Blue Hills Regional Vocational Technical,2014,Pupil Services,2119.0
Blue Hills Regional Vocational Technical,2015,Pupil Services,2355.0
Blue Hills Regional Vocational Technical,2016,Pupil Services,2142.0
Blue Hills Regional Vocational Technical,2017,Pupil Services,2307.0
Blue Hills Regional Vocational Technical,2018,Pupil Services,2405.0
Blue Hills Regional Vocational Technical,2019,Pupil Services,2655.0
Blue Hills Regional Vocational Technical,2020,Pupil Services,2087.0
Blue Hills Regional Vocational Technical,2021,Pupil Services,2116.0
Blue Hills Regional Vocational Technical,2022,Pupil Services,2501.0
Blue Hills Regional Vocational Technical,2023,Pupil Services,2900.0
Blue Hills Regional Vocational Technical,2024,Pupil Services,3152.0
Blue Hills Regional Vocational Technical,2009,Other Teaching Services,542.0
Blue Hills Regional Vocational Technical,2010,Other Teaching Services,530.0
Blue Hills Regional Vocational Technical,2011,Other Teaching Services,539.0
Blue Hills Regional Vocational Technical,2012,Other Teaching Services,449.0
Blue Hills Regional Vocational Technical,2013,Other Teaching Services,498.0
Blue Hills Regional Vocational Technical,2014,Other Teaching Services,393.0
Blue Hills Regional Vocational Technical,2015,Other Teaching Services,357.0
Blue Hills Regional Vocational Technical,2016,Other Teaching Services,326.0
Blue Hills Regional Vocational Technical,2017,Other Teaching Services,566.0
Blue Hills Regional Vocational Technical,2018,Other Teaching Services,525.0
Blue Hills Regional Vocational Technical,2019,Other Teaching Services,450.0
Blue Hills Regional Vocational Technical,2020,Other Teaching Services,554.0
Blue Hills Regional Vocational Technical,2021,Other Teaching Services,417.0
Blue Hills Regional Vocational Technical,2022,Other Teaching Services,552.0
Blue Hills Regional Vocational Technical,2023,Other Teaching Services,541.0
Blue Hills Regional Vocational Technical,2024,Other Teaching Services,576.0
Blue Hills Regional Vocational Technical,2009,Operations and Maintenance,2642.0
Blue Hills Regional Vocational Technical,2010,Operations and Maintenance,2379.0
Blue Hills Regional Vocational Technical,2011,Operations and Maintenance,2314.0
Blue Hills Regional Vocational Technical,2012,Operations and Maintenance,2280.0
Blue Hills Regional Vocational Technical,2013,Operations and Maintenance,2304.0
Blue Hills Regional Vocational Technical,2014,Operations and Maintenance,2554.0
Blue Hills Regional Vocational Technical,2015,Operations and Maintenance,2752.0
Blue Hills Regional Vocational Technical,2016,Operations and Maintenance,2743.0
Blue Hills Regional Vocational Technical,2017,Operations and Maintenance,2603.0
Blue Hills Regional Vocational Technical,2018,Operations and Maintenance,2477.0
Blue Hills Regional Vocational Technical,2019,Operations and Maintenance,2796.0
Blue Hills Regional Vocational Technical,2020,Operations and Maintenance,2752.0
Blue Hills Regional Vocational Technical,2021,Operations and Maintenance,2526.0
Blue Hills Regional Vocational Technical,2022,Operations and Maintenance,2832.0
Blue Hills Regional Vocational Technical,2023,Operations and Maintenance,3243.0
Blue Hills Regional Vocational Technical,2024,Operations and Maintenance,3398.0
Blue Hills Regional Vocational Technical,2009,Instructional Leadership,1042.0
Blue Hills Regional Vocational Technical,2010,Instructional Leadership,1146.0
Blue Hills Regional Vocational Technical,2011,Instructional Leadership,1198.0
Blue Hills Regional Vocational Technical,2012,Instructional Leadership,1340.0
Blue Hills Regional Vocational Technical,2013,Instructional Leadership,1337.0
Blue Hills Regional Vocational Technical,2014,Instructional Leadership,1296.0
Blue Hills Regional Vocational Technical,2015,Instructional Leadership,1346.0
Blue Hills Regional Vocational Technical,2016,Instructional Leadership,1256.0
Blue Hills Regional Vocational Technical,2017,Instructional Leadership,1237.0
Blue Hills Regional Vocational Technical,2018,Instructional Leadership,1159.0
Blue Hills Regional Vocational Technical,2019,Instructional Leadership,1373.0
Blue Hills Regional Vocational Technical,2020,Instructional Leadership,1257.0
Blue Hills Regional Vocational Technical,2021,Instructional Leadership,1330.0
Blue Hills Regional Vocational Technical,2022,Instructional Leadership,1261.0
Blue Hills Regional Vocational Technical,2023,Instructional Leadership,1441.0
Blue Hills Regional Vocational Technical,2024,Instructional Leadership,1443.0
Blue Hills Regional Vocational Technical,2009,Administration,1433.0
Blue Hills Regional Vocational Technical,2010,Administration,1441.0
Blue Hills Regional Vocational Technical,2011,Administration,1418.0
Blue Hills Regional Vocational Technical,2012,Administration,1334.0
Blue Hills Regional Vocational Technical,2013,Administration,1399.0
Blue Hills Regional Vocational Technical,2014,Administration,1462.0
Blue Hills Regional Vocational Technical,2015,Administration,1216.0
Blue Hills Regional Vocational Technical,2016,Administration,1167.0
Blue Hills Regional Vocational Technical,2017,Administration,1358.0
Blue Hills Regional Vocational Technical,2018,Administration,1309.0
Blue Hills Regional Vocational Technical,2019,Administration,1124.0
Blue Hills Regional Vocational Technical,2020,Administration,1221.0
Blue Hills Regional Vocational Technical,2021,Administration,1070.0
Blue Hills Regional Vocational Technical,2022,Administration,1173.0
Blue Hills Regional Vocational Technical,2023,Administration,1074.0
Blue Hills Regional Vocational Technical,2024,Administration,1119.0
Blue Hills Regional Vocational Technical,2009,"Guidance, Counseling and Testing",656.0
Blue Hills Regional Vocational Technical,2010,"Guidance, Counseling and Testing",682.0
Blue Hills Regional Vocational Technical,2011,"Guidance, Counseling and Testing",492.0
Blue Hills Regional Vocational Technical,2012,"Guidance, Counseling and Testing",416.0
Blue Hills Regional Vocational Technical,2013,"Guidance, Counseling and Testing",458.0
Blue Hills Regional Vocational Technical,2014,"Guidance, Counseling and Testing",448.0
Blue Hills Regional Vocational Technical,2015,"Guidance, Counseling and Testing",479.0
Blue Hills Regional Vocational Technical,2016,"Guidance, Counseling and Testing",431.0
Blue Hills Regional Vocational Technical,2017,"Guidance, Counseling and Testing",472.0
Blue Hills Regional Vocational Technical,2018,"Guidance, Counseling and Testing",611.0
Blue Hills Regional Vocational Technical,2019,"Guidance, Counseling and Testing",785.0
Blue Hills Regional Vocational Technical,2020,"Guidance, Counseling and Testing",764.0
Blue Hills Regional Vocational Technical,2021,"Guidance, Counseling and Testing",824.0
Blue Hills Regional Vocational Technical,2022,"Guidance, Counseling and Testing",904.0
Blue Hills Regional Vocational Technical,2023,"Guidance, Counseling and Testing",889.0
Blue Hills Regional Vocational Technical,2024,"Guidance, Counseling and Testing",943.0
Blue Hills Regional Vocational Technical,2009,Other,1002.0
Blue Hills Regional Vocational Technical,2010,Other,956.0
Blue Hills Regional Vocational Technical,2011,Other,958.0
Blue Hills Regional Vocational Technical,2012,Other,1074.0
Blue Hills Regional Vocational Technical,2013,Other,1286.0
Blue Hills Regional Vocational Technical,2014,Other,1247.0
Blue Hills Regional Vocational Technical,2015,Other,1227.0
Blue Hills Regional Vocational Technical,2016,Other,1894.0
Blue Hills Regional Vocational Technical,2017,Other,1669.0
Blue Hills Regional Vocational Technical,2018,Other,1866.0
Blue Hills Regional Vocational Technical,2019,Other,1750.0
Blue Hills Regional Vocational Technical,2020,Other,1405.0
Blue Hills Regional Vocational Technical,2021,Other,1554.0
Blue Hills Regional Vocational Technical,2022,Other,1783.0
Blue Hills Regional Vocational Technical,2023,Other,1553.0
Blue Hills Regional Vocational Technical,2024,Other,1467.0
Boston,2009,Teachers,6053.0
Boston,2010,Teachers,6120.0
Boston,2011,Teachers,6098.0
Boston,2012,Teachers,6035.0
Boston,2013,Teachers,6219.0
Boston,2014,Teachers,6451.0
Boston,2015,Teachers,6722.0
Boston,2016,Teachers,7042.0
Boston,2017,Teachers,6985.0
Boston,2018,Teachers,8131.0
Boston,2019,Teachers,8641.0
Boston,2020,Teachers,9074.0
Boston,2021,Teachers,9881.0
Boston,2022,Teachers,10456.0
Boston,2023,Teachers,11601.0
Boston,2024,Teachers,12381.0
Boston,2009,"Insurance, Retirement and Other",4687.0
Boston,2010,"Insurance, Retirement and Other",3260.0
Boston,2011,"Insurance, Retirement and Other",3281.0
Boston,2012,"Insurance, Retirement and Other",3385.0
Boston,2013,"Insurance, Retirement and Other",3470.0
Boston,2014,"Insurance, Retirement and Other",3266.0
Boston,2015,"Insurance, Retirement and Other",3209.0
Boston,2016,"Insurance, Retirement and Other",3559.0
Boston,2017,"Insurance, Retirement and Other",3726.0
Boston,2018,"Insurance, Retirement and Other",3990.0
Boston,2019,"Insurance, Retirement and Other",4263.0
Boston,2020,"Insurance, Retirement and Other",4362.0
Boston,2021,"Insurance, Retirement and Other",4677.0
Boston,2022,"Insurance, Retirement and Other",4649.0
Boston,2023,"Insurance, Retirement and Other",4820.0
Boston,2024,"Insurance, Retirement and Other",4970.0
Boston,2009,Pupil Services,1973.0
Boston,2010,Pupil Services,2010.0
Boston,2011,Pupil Services,1991.0
Boston,2012,Pupil Services,2118.0
Boston,2013,Pupil Services,2221.0
Boston,2014,Pupil Services,2598.0
Boston,2015,Pupil Services,2501.0
Boston,2016,Pupil Services,2510.0
Boston,2017,Pupil Services,2766.0
Boston,2018,Pupil Services,2951.0
Boston,2019,Pupil Services,3162.0
Boston,2020,Pupil Services,3373.0
Boston,2021,Pupil Services,3271.0
Boston,2022,Pupil Services,3909.0
Boston,2023,Pupil Services,4397.0
Boston,2024,Pupil Services,4418.0
Boston,2009,Other Teaching Services,1560.0
Boston,2010,Other Teaching Services,1548.0
Boston,2011,Other Teaching Services,1592.0
Boston,2012,Other Teaching Services,1713.0
Boston,2013,Other Teaching Services,1848.0
Boston,2014,Other Teaching Services,2076.0
Boston,2015,Other Teaching Services,2001.0
Boston,2016,Other Teaching Services,2223.0
Boston,2017,Other Teaching Services,1881.0
Boston,2018,Other Teaching Services,2107.0
Boston,2019,Other Teaching Services,2401.0
Boston,2020,Other Teaching Services,2571.0
Boston,2021,Other Teaching Services,2937.0
Boston,2022,Other Teaching Services,2975.0
Boston,2023,Other Teaching Services,3080.0
Boston,2024,Other Teaching Services,3126.0
